,dealKey,Created,VersionNumber,CreatedByAnalyst,Alpha Ticker,Catalyst,Catalyst Tier,Unaffected Date,Closing,Alpha Upside,Alpha Downside,textarea,alpha_down_price_note_textarea,alpha_up_price_note_textarea,cix,peer_ticker_1,peer_ticker_2,peer_ticker_3,peer_ticker_4,peer_ticker_5,peer_ticker_6,peer_ticker_7,peer_ticker_8,peer_weight_1,peer_weight_2,peer_weight_3,peer_weight_4,peer_weight_5,peer_weight_6,peer_weight_7,peer_weight_8,price_target_date,status,val_metric_name_1,val_metric_name_2,val_metric_name_3,val_metric_name_4,val_metric_name_5,val_metric_weight_1,val_metric_weight_2,val_metric_weight_3,val_metric_weight_4,val_metric_weight_5,Category,Deal Type,Hedges
6064,680,2018-09-28,0,cwatkins,TVPT US EQUITY,Soft,1,2018-03-23,2019-06-30,,,,"14.25 is unaffected price day before Elliot 13D

marked to the 1 stdev low vs. SABR, TVPT implied NTM EBITDA multiple should be 6.22x on WIC 2019 EBITDA of 608mm = $13.43

Range of values assuming 2019 EBITDA margins ex Enett are flat to down is 568 to 608mm in EBITDA, which on the range of -1stdev to +1stdev vs. SABR implies a range of 11.47 to 17.87, the midpoint of which would be $14.635
","5.5x leverage on 2018 EBITDA of consolidated company (587mm).

6.5x exit multiple
15% RoR

SOTP with 9x ENETt gross profit and 6.17x (mid point of SABR implied multiple) = $18.13

10% interest rate
",.ESSTVPT INDEX,sabr us equity,,,,,,,,1,,,,,,,,12/04/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.5,0,0,.5,Special Situations,Spec M&A,No
6070,680,2018-09-28,1,cwatkins,TVPT US EQUITY,Soft,1,2018-03-23,2019-06-30,20.0,14.25,,"14.25 is unaffected price day before Elliot 13D

marked to the 1 stdev low vs. SABR, TVPT implied NTM EBITDA multiple should be 6.22x on WIC 2019 EBITDA of 608mm = $13.43

Range of values assuming 2019 EBITDA margins ex Enett are flat to down is 568 to 608mm in EBITDA, which on the range of -1stdev to +1stdev vs. SABR implies a range of 11.47 to 17.87, the midpoint of which would be $14.635
","5.5x leverage on 2018 EBITDA of consolidated company (587mm).

6.5x exit multiple
15% RoR

SOTP with 9x ENETt gross profit and 6.17x (mid point of SABR implied multiple) = $18.13

10% interest rate
",.ESSTVPT INDEX,sabr us equity,,,,,,,,1,,,,,,,,12/04/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.5,0,0,.5,Special Situations,Spec M&A,No
6076,680,2018-09-28,2,cwatkins,TVPT US EQUITY,Soft,1,2018-03-23,2019-06-30,19.5,13.0,,"14.25 is unaffected price day before Elliot 13D

marked to the 1 stdev low vs. SABR, TVPT implied NTM EBITDA multiple should be 6.22x on WIC 2019 EBITDA of 608mm = $13.43

Range of values assuming 2019 EBITDA margins ex Enett are flat to down is 568 to 608mm in EBITDA, which on the range of -1stdev to +1stdev vs. SABR implies a range of 11.47 to 17.87, the midpoint of which would be $14.635
","5.5x leverage on 2018 EBITDA of consolidated company (587mm).

6.5x exit multiple
15% RoR

SOTP with 9x ENETt gross profit and 6.17x (mid point of SABR implied multiple) = $18.13

10% interest rate
",.ESSTVPT INDEX,sabr us equity,,,,,,,,1,,,,,,,,12/04/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.5,0,0,.5,Special Situations,Spec M&A,No
6082,680,2018-09-28,3,cwatkins,TVPT US EQUITY,Soft,1,2018-03-23,2019-06-30,19.5,13.0,,"14.25 is unaffected price day before Elliot 13D

marked to the 1 stdev low vs. SABR, TVPT implied NTM EBITDA multiple should be 6.22x on WIC 2019 EBITDA of 608mm = $13.43

Range of values assuming 2019 EBITDA margins ex Enett are flat to down is 568 to 608mm in EBITDA, which on the range of -1stdev to +1stdev vs. SABR implies a range of 11.47 to 17.87, the midpoint of which would be $14.635
","5.5x leverage on 2018 EBITDA of consolidated company (587mm).

6.5x exit multiple
15% RoR

SOTP with 9x ENETt gross profit and 6.17x (mid point of SABR implied multiple) = $18.13

10% interest rate
",.ESSTVPT INDEX,sabr us equity,,,,,,,,1,,,,,,,,12/04/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.5,0,0,.5,Special Situations,Spec M&A,No
6088,680,2018-09-28,4,cwatkins,TVPT US EQUITY,Soft,1,2018-03-23,2019-06-30,19.0,13.0,,"14.25 is unaffected price day before Elliot 13D

marked to the 1 stdev low vs. SABR, TVPT implied NTM EBITDA multiple should be 6.22x on WIC 2019 EBITDA of 608mm = $13.43

Range of values assuming 2019 EBITDA margins ex Enett are flat to down is 568 to 608mm in EBITDA, which on the range of -1stdev to +1stdev vs. SABR implies a range of 11.47 to 17.87, the midpoint of which would be $14.635
","5.5x leverage on 2018 EBITDA of consolidated company (587mm).

6.5x exit multiple
15% RoR

SOTP with 9x ENETt gross profit and 6.17x (mid point of SABR implied multiple) = $18.13

10% interest rate
",.ESSTVPT INDEX,sabr us equity,,,,,,,,1,,,,,,,,12/04/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.5,0,0,.5,Special Situations,Spec M&A,No
6094,680,2018-09-28,5,cwatkins,TVPT US EQUITY,Soft,1,2018-03-23,2019-06-30,19.0,12.0,,"14.25 is unaffected price day before Elliot 13D

marked to the 1 stdev low vs. SABR, TVPT implied NTM EBITDA multiple should be 6.22x on WIC 2019 EBITDA of 608mm = $13.43

Range of values assuming 2019 EBITDA margins ex Enett are flat to down is 568 to 608mm in EBITDA, which on the range of -1stdev to +1stdev vs. SABR implies a range of 11.47 to 17.87, the midpoint of which would be $14.635
","5.5x leverage on 2018 EBITDA of consolidated company (587mm).

6.5x exit multiple
15% RoR

SOTP with 9x ENETt gross profit and 6.17x (mid point of SABR implied multiple) = $18.13

10% interest rate
",.ESSTVPT INDEX,sabr us equity,,,,,,,,1,,,,,,,,12/04/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.5,0,0,.5,Special Situations,Spec M&A,No
6100,680,2018-09-28,6,cwatkins,TVPT US EQUITY,Soft,1,2018-03-23,2019-06-30,19.0,13.0,,"14.25 is unaffected price day before Elliot 13D

marked to the 1 stdev low vs. SABR, TVPT implied NTM EBITDA multiple should be 6.22x on WIC 2019 EBITDA of 608mm = $13.43

Range of values assuming 2019 EBITDA margins ex Enett are flat to down is 568 to 608mm in EBITDA, which on the range of -1stdev to +1stdev vs. SABR implies a range of 11.47 to 17.87, the midpoint of which would be $14.635
","5.5x leverage on 2018 EBITDA of consolidated company (587mm).

6.5x exit multiple
15% RoR

SOTP with 9x ENETt gross profit and 6.17x (mid point of SABR implied multiple) = $18.13

10% interest rate
",.ESSTVPT INDEX,sabr us equity,,,,,,,,1,,,,,,,,12/04/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.5,0,0,.5,Special Situations,Spec M&A,No
6103,681,2018-10-01,0,dzhang,EE US EQUITY,Soft,1,2018-05-02,2019-06-30,,,"Aug 6 Sparkspread Article:

Exclusive
U.S. utility may launch post-Labor Day review

By Victor Kremer

El Paso Electric Co., a regulated utility with a service territory in Texas and New Mexico, is said to be considering launching a formal strategic review after the Labor Day holiday. 

The utility engaged Lazard earlier this year after receiving an unsolicited acquisition approach, according to industry sources. 

News of the unsolicited approach from an unidentified third party was first reported by SparkSpread on May 3. 

A spokesman for El Paso Electric declined comment. 

A spokeswoman for Lazard did not immediately respond to an email seeking comment. 

On an earnings call last week, El Paso Electric executives twice avoided direct questions from analysts about a potential M&A transaction. 

Mary Kipp, El Paso Electrics ceo, responding to a question from an analyst at Mizuho Securities, said the company would not comment on whether it had retained an advisor. 

After a subsequent question about M&A rumors from an analyst at ExodusPoint Capital, Kipp again declined comment, beyond saying El Paso Electrics board would  consider any such proposal. I believe it would be in the best interest of our shareholders and customers, but we also remain confident in our standalone plan. 

El Paso Electric currently serves 417,000 retail and wholesale customers in a 10,000 square mile area of the Rio Grande valley in west Texas and southern New Mexico, according to the companys website. 

The utility traces its roots to 1901, when it started serving customers as El Paso Electric Railway Co. 

Discussion with Mizuho Desk Analyst:

- 1 of 2 utilities that has high load growth ~2%
- having a hard time keeping up with capex needs of service territory. Pushed out other capex items and now playing catch up
- will likely need equity raise in 2019-2020 period
- would be better in the hands of a bigger utility with a bigger balance sheet
- Texas is a good operating environment, New Mexico - not so much
- CEO is highly respected and knows the regulators well - she came in and turned around EE a few years back
- Algonquin has told ppl on the road that they were interested but one hurdle was getting Mary Kipp to move to Canada, which she did not want to do
- IRP taking place and will examine 2020-2021 - there will be a large step up in earnings in 2021
- Thinks deal could be 24-25x similar to what AVA was paid
- Fair value is probably low 50s

Mizuho Analyst

- Hard to see a big premium to where it`s trading today (high 50s)
- Mostly texas
- Private equity less like with new tax law
- EE is an attractive M&A take-out candidate given the lack of a holding company, above average utility load growth in EEs largest service territory, runway for additional capital spend outside of the current RFP, and need for equity issuance in 2019/2020 time period.


","Prior to the Sparkspread article, EE traded at ~0.8x premium to the peer average of 19.1x

Over the last 3 years, EE has traded at a 0.15x average.

Using Mizuho 2019 EE EPS, this range would get yield:

20.45x (0.15x premium) = $49.31

21.3x (0.8x premium) $2.41 = $50.88

","- AVA being bought for 26.5 NTM PE
- Last 3 deals in the space have seen 24-26.5x range

Using this range on $2.41 2019 EPS equates to:

26.5 x $2.41 = $63.8555

24 x $2.41  = $57.8

~$61 mid point

Quick combo with AQN suggests that it would have to be an all stock deal due to leverage and it would be dilutive 

",.ESSEE Index,POR US EQUITY,PNM US EQUITY,IDA US EQUITY,BKH US EQUITY,ALE US EQUITY,NWE US EQUITY,,,.1666,.1666,.1666,.1666,.1666,.1666,,,11/21/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0,1,0,0,Special Situations,Spec M&A,No
6106,681,2018-10-01,1,dzhang,EE US EQUITY,Soft,1,2018-05-02,2019-06-30,61.0,47.5,"Aug 6 Sparkspread Article:

Exclusive
U.S. utility may launch post-Labor Day review

By Victor Kremer

El Paso Electric Co., a regulated utility with a service territory in Texas and New Mexico, is said to be considering launching a formal strategic review after the Labor Day holiday. 

The utility engaged Lazard earlier this year after receiving an unsolicited acquisition approach, according to industry sources. 

News of the unsolicited approach from an unidentified third party was first reported by SparkSpread on May 3. 

A spokesman for El Paso Electric declined comment. 

A spokeswoman for Lazard did not immediately respond to an email seeking comment. 

On an earnings call last week, El Paso Electric executives twice avoided direct questions from analysts about a potential M&A transaction. 

Mary Kipp, El Paso Electrics ceo, responding to a question from an analyst at Mizuho Securities, said the company would not comment on whether it had retained an advisor. 

After a subsequent question about M&A rumors from an analyst at ExodusPoint Capital, Kipp again declined comment, beyond saying El Paso Electrics board would  consider any such proposal. I believe it would be in the best interest of our shareholders and customers, but we also remain confident in our standalone plan. 

El Paso Electric currently serves 417,000 retail and wholesale customers in a 10,000 square mile area of the Rio Grande valley in west Texas and southern New Mexico, according to the companys website. 

The utility traces its roots to 1901, when it started serving customers as El Paso Electric Railway Co. 

Discussion with Mizuho Desk Analyst:

- 1 of 2 utilities that has high load growth ~2%
- having a hard time keeping up with capex needs of service territory. Pushed out other capex items and now playing catch up
- will likely need equity raise in 2019-2020 period
- would be better in the hands of a bigger utility with a bigger balance sheet
- Texas is a good operating environment, New Mexico - not so much
- CEO is highly respected and knows the regulators well - she came in and turned around EE a few years back
- Algonquin has told ppl on the road that they were interested but one hurdle was getting Mary Kipp to move to Canada, which she did not want to do
- IRP taking place and will examine 2020-2021 - there will be a large step up in earnings in 2021
- Thinks deal could be 24-25x similar to what AVA was paid
- Fair value is probably low 50s

Mizuho Analyst

- Hard to see a big premium to where it`s trading today (high 50s)
- Mostly texas
- Private equity less like with new tax law
- EE is an attractive M&A take-out candidate given the lack of a holding company, above average utility load growth in EEs largest service territory, runway for additional capital spend outside of the current RFP, and need for equity issuance in 2019/2020 time period.


","Prior to the Sparkspread article, EE traded at ~0.8x premium to the peer average of 19.1x

Over the last 3 years, EE has traded at a 0.15x average.

Using Mizuho 2019 EE EPS, this range would get yield:

20.45x (0.15x premium) = $49.31

21.3x (0.8x premium) $2.41 = $50.88

","- AVA being bought for 26.5 NTM PE
- Last 3 deals in the space have seen 24-26.5x range

Using this range on $2.41 2019 EPS equates to:

26.5 x $2.41 = $63.8555

24 x $2.41  = $57.8

~$61 mid point

Quick combo with AQN suggests that it would have to be an all stock deal due to leverage and it would be dilutive 

",.ESSEE Index,POR US EQUITY,PNM US EQUITY,IDA US EQUITY,BKH US EQUITY,ALE US EQUITY,NWE US EQUITY,,,.1666,.1666,.1666,.1666,.1666,.1666,,,11/21/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0,1,0,0,Special Situations,Spec M&A,No
6109,681,2018-10-01,2,dzhang,EE US EQUITY,Soft,1,2018-05-02,2019-06-30,61.0,47.5,"Aug 6 Sparkspread Article:

Exclusive
U.S. utility may launch post-Labor Day review

By Victor Kremer

El Paso Electric Co., a regulated utility with a service territory in Texas and New Mexico, is said to be considering launching a formal strategic review after the Labor Day holiday. 

The utility engaged Lazard earlier this year after receiving an unsolicited acquisition approach, according to industry sources. 

News of the unsolicited approach from an unidentified third party was first reported by SparkSpread on May 3. 

A spokesman for El Paso Electric declined comment. 

A spokeswoman for Lazard did not immediately respond to an email seeking comment. 

On an earnings call last week, El Paso Electric executives twice avoided direct questions from analysts about a potential M&A transaction. 

Mary Kipp, El Paso Electrics ceo, responding to a question from an analyst at Mizuho Securities, said the company would not comment on whether it had retained an advisor. 

After a subsequent question about M&A rumors from an analyst at ExodusPoint Capital, Kipp again declined comment, beyond saying El Paso Electrics board would  consider any such proposal. I believe it would be in the best interest of our shareholders and customers, but we also remain confident in our standalone plan. 

El Paso Electric currently serves 417,000 retail and wholesale customers in a 10,000 square mile area of the Rio Grande valley in west Texas and southern New Mexico, according to the companys website. 

The utility traces its roots to 1901, when it started serving customers as El Paso Electric Railway Co. 

Discussion with Mizuho Desk Analyst:

- 1 of 2 utilities that has high load growth ~2%
- having a hard time keeping up with capex needs of service territory. Pushed out other capex items and now playing catch up
- will likely need equity raise in 2019-2020 period
- would be better in the hands of a bigger utility with a bigger balance sheet
- Texas is a good operating environment, New Mexico - not so much
- CEO is highly respected and knows the regulators well - she came in and turned around EE a few years back
- Algonquin has told ppl on the road that they were interested but one hurdle was getting Mary Kipp to move to Canada, which she did not want to do
- IRP taking place and will examine 2020-2021 - there will be a large step up in earnings in 2021
- Thinks deal could be 24-25x similar to what AVA was paid
- Fair value is probably low 50s

Mizuho Analyst

- Hard to see a big premium to where it`s trading today (high 50s)
- Mostly texas
- Private equity less like with new tax law
- EE is an attractive M&A take-out candidate given the lack of a holding company, above average utility load growth in EEs largest service territory, runway for additional capital spend outside of the current RFP, and need for equity issuance in 2019/2020 time period.


","Prior to the Sparkspread article, EE traded at ~0.8x premium to the peer average of 19.1x

Over the last 3 years, EE has traded at a 0.15x average.

Using Mizuho 2019 EE EPS, this range would get yield:

20.45x (0.15x premium) = $49.31

21.3x (0.8x premium) $2.41 = $50.88

","- AVA being bought for 26.5 NTM PE
- Last 3 deals in the space have seen 24-26.5x range

Using this range on $2.41 2019 EPS equates to:

26.5 x $2.41 = $63.8555

24 x $2.41  = $57.8

~$61 mid point

Quick combo with AQN suggests that it would have to be an all stock deal due to leverage and it would be dilutive 

",.ESSEE Index,POR US EQUITY,PNM US EQUITY,IDA US EQUITY,BKH US EQUITY,ALE US EQUITY,NWE US EQUITY,,,.1666,.1666,.1666,.1666,.1666,.1666,,,11/21/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0,1,0,0,Special Situations,Spec M&A,No
6112,681,2018-10-01,3,dzhang,EE US EQUITY,Soft,1,2018-05-02,2019-06-30,61.0,50.1,"Aug 6 Sparkspread Article:

Exclusive
U.S. utility may launch post-Labor Day review

By Victor Kremer

El Paso Electric Co., a regulated utility with a service territory in Texas and New Mexico, is said to be considering launching a formal strategic review after the Labor Day holiday. 

The utility engaged Lazard earlier this year after receiving an unsolicited acquisition approach, according to industry sources. 

News of the unsolicited approach from an unidentified third party was first reported by SparkSpread on May 3. 

A spokesman for El Paso Electric declined comment. 

A spokeswoman for Lazard did not immediately respond to an email seeking comment. 

On an earnings call last week, El Paso Electric executives twice avoided direct questions from analysts about a potential M&A transaction. 

Mary Kipp, El Paso Electrics ceo, responding to a question from an analyst at Mizuho Securities, said the company would not comment on whether it had retained an advisor. 

After a subsequent question about M&A rumors from an analyst at ExodusPoint Capital, Kipp again declined comment, beyond saying El Paso Electrics board would  consider any such proposal. I believe it would be in the best interest of our shareholders and customers, but we also remain confident in our standalone plan. 

El Paso Electric currently serves 417,000 retail and wholesale customers in a 10,000 square mile area of the Rio Grande valley in west Texas and southern New Mexico, according to the companys website. 

The utility traces its roots to 1901, when it started serving customers as El Paso Electric Railway Co. 

Discussion with Mizuho Desk Analyst:

- 1 of 2 utilities that has high load growth ~2%
- having a hard time keeping up with capex needs of service territory. Pushed out other capex items and now playing catch up
- will likely need equity raise in 2019-2020 period
- would be better in the hands of a bigger utility with a bigger balance sheet
- Texas is a good operating environment, New Mexico - not so much
- CEO is highly respected and knows the regulators well - she came in and turned around EE a few years back
- Algonquin has told ppl on the road that they were interested but one hurdle was getting Mary Kipp to move to Canada, which she did not want to do
- IRP taking place and will examine 2020-2021 - there will be a large step up in earnings in 2021
- Thinks deal could be 24-25x similar to what AVA was paid
- Fair value is probably low 50s

Mizuho Analyst

- Hard to see a big premium to where it`s trading today (high 50s)
- Mostly texas
- Private equity less like with new tax law
- EE is an attractive M&A take-out candidate given the lack of a holding company, above average utility load growth in EEs largest service territory, runway for additional capital spend outside of the current RFP, and need for equity issuance in 2019/2020 time period.


","Prior to the Sparkspread article, EE traded at ~0.8x premium to the peer average of 19.1x

Over the last 3 years, EE has traded at a 0.15x average.

Using Mizuho 2019 EE EPS, this range would get yield:

20.45x (0.15x premium) = $49.31

21.3x (0.8x premium) $2.41 = $50.88

","- AVA being bought for 26.5 NTM PE
- Last 3 deals in the space have seen 24-26.5x range

Using this range on $2.41 2019 EPS equates to:

26.5 x $2.41 = $63.8555

24 x $2.41  = $57.8

~$61 mid point

Quick combo with AQN suggests that it would have to be an all stock deal due to leverage and it would be dilutive 

",.ESSEE Index,POR US EQUITY,PNM US EQUITY,IDA US EQUITY,BKH US EQUITY,ALE US EQUITY,NWE US EQUITY,,,.1666,.1666,.1666,.1666,.1666,.1666,,,11/21/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0,1,0,0,Special Situations,Spec M&A,No
